x y z Tx Ty Tz 
0 -4.20624 11.7173 -0.0715163 0 0
0 -4.16475 11.6661 -0.0719495 0 0
0 -4.13533 11.622 -0.0727603 0 0
0 -4.13918 11.6044 -0.0740613 0 0
0 -4.1498 11.5771 -0.0745391 0 0
0 -4.14753 11.5125 -0.0745202 0 0
0 -4.14827 11.4467 -0.0752904 0 0
0 -4.1401 11.3558 -0.0763603 0 0
0 -4.10842 11.2438 -0.0772871 0 0
0 -4.08092 11.1248 -0.0782061 0 0
0 -4.0602 11.0003 -0.0789872 0 0
0 -4.03735 10.9349 -0.0788697 0 0
0 -4.03201 10.9125 -0.0785558 0 0
0 -4.03779 10.8975 -0.0776121 0 0
0 -4.03332 10.9158 -0.0767745 0 0
0 -3.99659 10.9642 -0.0770421 0 0
0 -3.99635 11.0212 -0.0774543 0 0
0 -4.01675 11.0999 -0.0780962 0 0
0 -4.04802 11.1878 -0.0789474 0 0
0 -4.08735 11.2717 -0.0797434 0 0
0 -4.12256 11.3229 -0.079783 0 0
0 -4.14563 11.3593 -0.0800803 0 0
0 -4.151 11.3914 -0.0812874 0 0
0 -4.12294 11.4048 -0.0824367 0 0
0 -4.10395 11.4123 -0.0830144 0 0
0 -4.10399 11.3985 -0.0832506 0 0
0 -4.10642 11.3937 -0.0836976 0 0
0 -4.11427 11.3846 -0.0838726 0 0
0 -4.12564 11.3678 -0.0838127 0 0
0 -4.12614 11.3219 -0.0836181 0 0
0 -4.09745 11.2679 -0.0835142 0 0
0 -4.07149 11.2399 -0.0838373 0 0
0 -4.05641 11.2235 -0.0836271 0 0
0 -4.04006 11.204 -0.0832173 0 0
0 -4.0513 11.2206 -0.0837618 0 0
0 -4.06327 11.2294 -0.0852519 0 0
0 -4.06558 11.2363 -0.0869435 0 0
0 -4.06987 11.229 -0.0879452 0 0
0 -4.08881 11.2263 -0.0887746 0 0
0 -4.10098 11.2333 -0.089132 0 0
0 -4.08101 11.2371 -0.0890403 0 0
0 -4.07743 11.2436 -0.0887166 0 0
0 -4.07728 11.251 -0.0881651 0 0
0 -4.07468 11.2557 -0.0871749 0 0
0 -4.04629 11.2499 -0.0874384 0 0
0 -4.02183 11.2283 -0.0879924 0 0
0 -4.01524 11.207 -0.0879555 0 0
0 -3.99324 11.1511 -0.0877357 0 0
0 -3.93562 11.0621 -0.0879265 0 0
0 -3.88759 10.9676 -0.0878296 0 0
0 -3.849 10.9058 -0.0874795 0 0
0 -3.80153 10.8312 -0.0873097 0 0
0 -3.76874 10.7533 -0.0870111 0 0
0 -3.76184 10.7143 -0.0868581 0 0
0 -3.77557 10.7111 -0.0868266 0 0
0 -3.79987 10.7101 -0.0869383 0 0
0 -3.80693 10.6844 -0.0869797 0 0
0 -3.80398 10.6737 -0.0873635 0 0
0 -3.80597 10.6751 -0.0875846 0 0
0 -3.81225 10.6886 -0.0882401 0 0
0 -3.79851 10.6828 -0.088855 0 0
0 -3.78756 10.6885 -0.0892891 0 0
0 -3.79045 10.7425 -0.0899527 0 0
0 -3.76345 10.7506 -0.0903705 0 0
0 -3.7484 10.7572 -0.0907577 0 0
0 -3.73605 10.7708 -0.0912731 0 0
0 -3.73321 10.8073 -0.0919756 0 0
0 -3.73845 10.825 -0.0919611 0 0
0 -3.73825 10.833 -0.0917714 0 0
0 -3.72854 10.8346 -0.0914776 0 0
0 -3.74949 10.8658 -0.0916554 0 0
0 -3.7821 10.9077 -0.0920071 0 0
0 -3.80126 10.9336 -0.091884 0 0
0 -3.80363 10.9535 -0.0916349 0 0
0 -3.81407 10.9831 -0.091581 0 0
0 -3.81744 11.011 -0.0916131 0 0
0 -3.82375 11.0483 -0.0916785 0 0
0 -3.84257 11.0924 -0.0914915 0 0
0 -3.86227 11.1369 -0.0918642 0 0
0 -3.87529 11.1619 -0.0925322 0 0
0 -3.88216 11.1775 -0.0934063 0 0
0 -3.88992 11.1937 -0.0938321 0 0
0 -3.8729 11.1858 -0.0940693 0 0
0 -3.8601 11.1666 -0.0940492 0 0
0 -3.837 11.1033 -0.0941393 0 0
0 -3.83366 11.0845 -0.094726 0 0
0 -3.82721 11.0419 -0.0954758 0 0
0 -3.81751 11.0083 -0.0959787 0 0
0 -3.80046 10.9446 -0.0971025 0 0
0 -3.78394 10.8494 -0.0985446 0 0
0 -3.75369 10.7582 -0.0989854 0 0
0 -3.71516 10.6661 -0.0987857 0 0
0 -3.70336 10.6234 -0.09846 0 0
0 -3.70121 10.5246 -0.0977423 0 0
0 -3.70937 10.5073 -0.0976424 0 0
0 -3.73438 10.4959 -0.097073 0 0
0 -3.75972 10.5324 -0.0970768 0 0
0 -3.78842 10.6042 -0.0980654 0 0
0 -3.79906 10.6506 -0.0987355 0 0
0 -3.81651 10.7826 -0.100798 0 0
0 -3.82472 10.8415 -0.101485 0 0
0 -3.84639 10.946 -0.102595 0 0
0 -3.86467 11.0402 -0.103706 0 0
0 -3.88006 11.1111 -0.103907 0 0
0 -3.89808 11.1777 -0.103392 0 0
0 -3.92144 11.2492 -0.103445 0 0
0 -3.94692 11.3337 -0.104851 0 0
0 -3.95208 11.351 -0.105301 0 0
0 -3.95362 11.3598 -0.105588 0 0
0 -3.95064 11.3565 -0.105943 0 0
0 -3.94084 11.3112 -0.106054 0 0
0 -3.91939 11.2392 -0.106267 0 0
0 -3.89751 11.1626 -0.10655 0 0
0 -3.88681 11.1151 -0.107347 0 0
0 -3.86557 11.04 -0.108158 0 0
0 -3.84726 10.9544 -0.109166 0 0
0 -3.80862 10.8419 -0.110123 0 0
0 -3.78697 10.784 -0.110214 0 0
0 -3.77145 10.7331 -0.110262 0 0
0 -3.74444 10.6055 -0.11008 0 0
0 -3.72552 10.4819 -0.110009 0 0
0 -3.72293 10.4023 -0.11041 0 0
0 -3.73761 10.3685 -0.110788 0 0
0 -3.74561 10.3384 -0.11057 0 0
0 -3.74301 10.3341 -0.1106 0 0
0 -3.74948 10.364 -0.110697 0 0
0 -3.76204 10.3984 -0.110312 0 0
0 -3.77984 10.468 -0.110403 0 0
0 -3.80252 10.575 -0.111125 0 0
0 -3.83598 10.6852 -0.11265 0 0
0 -3.87179 10.7643 -0.113256 0 0
0 -3.91063 10.8598 -0.11429 0 0
0 -3.94804 10.9476 -0.115091 0 0
0 -3.97366 11.0061 -0.11603 0 0
0 -3.98499 11.0289 -0.116358 0 0
0 -3.99702 11.0526 -0.11655 0 0
0 -4.0188 11.1078 -0.117676 0 0
0 -4.02611 11.1373 -0.118559 0 0
0 -4.02884 11.1622 -0.119403 0 0
0 -4.02642 11.2084 -0.120876 0 0
0 -4.01998 11.2259 -0.121781 0 0
0 -4.03057 11.2492 -0.122978 0 0
0 -4.036 11.2612 -0.123328 0 0
0 -4.03674 11.2656 -0.123691 0 0
0 -4.03651 11.2587 -0.123672 0 0
0 -4.03764 11.2462 -0.123629 0 0
0 -4.03845 11.2204 -0.123951 0 0
0 -4.01714 11.1712 -0.123845 0 0
0 -3.96505 11.055 -0.123067 0 0
0 -3.88089 10.8578 -0.122772 0 0
0 -3.83524 10.7179 -0.122596 0 0
0 -3.81745 10.6413 -0.122429 0 0
0 -3.79891 10.5641 -0.122504 0 0
0 -3.77293 10.4232 -0.123021 0 0
0 -3.76365 10.3172 -0.123771 0 0
0 -3.75249 10.215 -0.123574 0 0
0 -3.75614 10.1477 -0.12323 0 0
0 -3.74882 10.1056 -0.123283 0 0
0 -3.74559 10.1205 -0.122977 0 0
0 -3.74741 10.1748 -0.12271 0 0
0 -3.75125 10.207 -0.122716 0 0
0 -3.76627 10.2914 -0.123334 0 0
0 -3.77536 10.3454 -0.123978 0 0
0 -3.78775 10.4063 -0.124615 0 0
0 -3.83921 10.629 -0.12594 0 0
0 -3.87024 10.7405 -0.126036 0 0
0 -3.90974 10.8398 -0.125652 0 0
0 -3.95669 10.965 -0.126002 0 0
0 -3.98003 11.0117 -0.126071 0 0
0 -3.99743 11.0441 -0.12615 0 0
0 -4.01802 11.0816 -0.12642 0 0
0 -4.02841 11.1208 -0.127205 0 0
0 -4.02306 11.1634 -0.128695 0 0
0 -4.01337 11.1774 -0.13004 0 0
0 -3.99348 11.1552 -0.130022 0 0
0 -3.96941 11.1137 -0.129796 0 0
0 -3.94415 11.0365 -0.130011 0 0
0 -3.93339 10.9453 -0.130153 0 0
0 -3.91665 10.8591 -0.130015 0 0
0 -3.8996 10.7928 -0.130545 0 0
0 -3.89162 10.7552 -0.132019 0 0
0 -3.87592 10.7247 -0.133545 0 0
0 -3.86283 10.6804 -0.134467 0 0
0 -3.84936 10.6407 -0.134983 0 0
0 -3.84745 10.5981 -0.134884 0 0
0 -3.8371 10.5511 -0.134473 0 0
0 -3.84628 10.5228 -0.133915 0 0
0 -3.86661 10.5311 -0.133504 0 0
0 -3.87866 10.5572 -0.133869 0 0
0 -3.88201 10.5907 -0.1346 0 0
0 -3.87975 10.6165 -0.134965 0 0
0 -3.88434 10.6518 -0.134933 0 0
0 -3.89076 10.708 -0.135065 0 0
0 -3.88658 10.7588 -0.134955 0 0
0 -3.90377 10.8043 -0.134757 0 0
0 -3.9295 10.8578 -0.13494 0 0
0 -3.95748 10.9196 -0.135561 0 0
0 -3.97065 10.9661 -0.136425 0 0
0 -3.9821 10.9985 -0.137634 0 0
0 -3.99167 11.0328 -0.138453 0 0
0 -4.00081 11.0831 -0.138921 0 0
0 -4.0005 11.1222 -0.139303 0 0
0 -3.98197 11.1419 -0.139391 0 0
0 -3.97473 11.1374 -0.138799 0 0
0 -3.96365 11.1044 -0.138467 0 0
0 -3.93605 11.0472 -0.138964 0 0
0 -3.90138 10.9616 -0.139252 0 0
0 -3.88593 10.8582 -0.139546 0 0
0 -3.88791 10.777 -0.140318 0 0
0 -3.875 10.6817 -0.140247 0 0
0 -3.85049 10.5748 -0.139809 0 0
0 -3.81116 10.455 -0.138956 0 0
0 -3.76764 10.3468 -0.137708 0 0
0 -3.69903 10.2168 -0.136025 0 0
0 -3.66428 10.153 -0.135302 0 0
0 -3.62326 10.0687 -0.134241 0 0
0 -3.63943 10.0691 -0.133576 0 0
0 -3.66011 10.1043 -0.133233 0 0
0 -3.69891 10.2016 -0.133694 0 0
0 -3.72068 10.2683 -0.134021 0 0
0 -3.79043 10.5467 -0.135851 0 0
0 -3.83432 10.766 -0.137242 0 0
0 -3.89426 10.9764 -0.139032 0 0
0 -3.9376 11.1572 -0.14108 0 0
0 -3.99007 11.3297 -0.142977 0 0
0 -4.0202 11.3939 -0.143614 0 0
0 -4.04983 11.4375 -0.144046 0 0
0 -4.03858 11.4243 -0.144085 0 0
0 -4.02044 11.4096 -0.144444 0 0
0 -3.99014 11.3322 -0.14418 0 0
0 -3.92577 11.2158 -0.144027 0 0
0 -3.89367 11.1533 -0.144114 0 0
0 -3.86958 11.0394 -0.144427 0 0
0 -3.85685 10.907 -0.144842 0 0
0 -3.8281 10.7515 -0.144842 0 0
0 -3.80617 10.5915 -0.144803 0 0
0 -3.78107 10.4652 -0.14524 0 0
0 -3.74734 10.3557 -0.14526 0 0
0 -3.72175 10.2671 -0.145407 0 0
0 -3.72453 10.2347 -0.14584 0 0
0 -3.70501 10.1803 -0.145997 0 0
0 -3.69952 10.1522 -0.146053 0 0
0 -3.69926 10.133 -0.146139 0 0
0 -3.69992 10.1388 -0.146546 0 0
0 -3.70161 10.153 -0.146786 0 0
0 -3.68387 10.1497 -0.146211 0 0
0 -3.68371 10.1765 -0.146126 0 0
0 -3.71626 10.2817 -0.14673 0 0
0 -3.74613 10.3821 -0.146775 0 0
0 -3.78712 10.5095 -0.14687 0 0
0 -3.84033 10.6811 -0.148095 0 0
0 -3.88896 10.8481 -0.149653 0 0
0 -3.91307 10.9663 -0.15045 0 0
0 -3.92686 11.053 -0.151127 0 0
0 -3.93784 11.1055 -0.151886 0 0
0 -3.94702 11.1525 -0.152628 0 0
0 -3.95431 11.1972 -0.153416 0 0
0 -3.9716 11.2299 -0.154063 0 0
0 -4.0025 11.2464 -0.154931 0 0
0 -4.03061 11.2305 -0.155692 0 0
0 -4.05423 11.1765 -0.156551 0 0
0 -4.05804 11.033 -0.157104 0 0
0 -4.03827 10.9637 -0.156824 0 0
0 -3.98612 10.8309 -0.155979 0 0
0 -3.94403 10.7141 -0.155553 0 0
0 -3.90278 10.6133 -0.155229 0 0
0 -3.85578 10.5221 -0.15491 0 0
0 -3.81968 10.4335 -0.154706 0 0
0 -3.79509 10.3382 -0.154432 0 0
0 -3.74283 10.2011 -0.153897 0 0
0 -3.7302 10.1709 -0.153822 0 0
0 -3.70205 10.1054 -0.153164 0 0
0 -3.6746 10.0359 -0.151896 0 0
0 -3.65992 10.0061 -0.151499 0 0
0 -3.67938 10.0226 -0.151513 0 0
0 -3.69041 10.0445 -0.151117 0 0
0 -3.68926 10.1388 -0.150987 0 0
0 -3.70852 10.2554 -0.151722 0 0
0 -3.72064 10.3222 -0.15197 0 0
0 -3.75415 10.5523 -0.153277 0 0
0 -3.7726 10.6437 -0.154105 0 0
0 -3.84642 10.9007 -0.156566 0 0
0 -3.90756 11.048 -0.157824 0 0
0 -3.94246 11.1311 -0.158779 0 0
0 -3.97532 11.2099 -0.159676 0 0
0 -4.02132 11.3267 -0.16056 0 0
0 -4.04474 11.3972 -0.160964 0 0
0 -4.04592 11.4211 -0.161368 0 0
0 -4.05784 11.4246 -0.161692 0 0
0 -4.03535 11.3441 -0.161159 0 0
0 -3.99743 11.2064 -0.160357 0 0
0 -3.95789 11.0677 -0.159871 0 0
0 -3.92436 10.9282 -0.159076 0 0
0 -3.87485 10.7815 -0.158062 0 0
0 -3.81927 10.6598 -0.157544 0 0
0 -3.78237 10.574 -0.157417 0 0
0 -3.76125 10.534 -0.157184 0 0
0 -3.73948 10.4937 -0.156944 0 0
0 -3.70604 10.4143 -0.156142 0 0
0 -3.67446 10.329 -0.155489 0 0
0 -3.65661 10.2526 -0.155635 0 0
0 -3.646 10.2129 -0.155515 0 0
0 -3.63325 10.1715 -0.15526 0 0
0 -3.62436 10.11 -0.155033 0 0
0 -3.63363 10.0843 -0.154995 0 0
0 -3.656 10.1088 -0.155071 0 0
0 -3.67552 10.148 -0.154272 0 0
0 -3.67194 10.2017 -0.153279 0 0
0 -3.67989 10.3016 -0.152954 0 0
0 -3.67858 10.4106 -0.153134 0 0
0 -3.68929 10.5499 -0.15414 0 0
0 -3.71504 10.6892 -0.155566 0 0
0 -3.75663 10.8483 -0.157312 0 0
0 -3.8188 11.0026 -0.159224 0 0
0 -3.88103 11.1354 -0.160968 0 0
0 -3.93412 11.2231 -0.162232 0 0
0 -3.95369 11.25 -0.162729 0 0
0 -3.99231 11.3157 -0.164241 0 0
0 -4.02125 11.3134 -0.164266 0 0
0 -4.0262 11.2673 -0.163706 0 0
0 -4.0302 11.1932 -0.163352 0 0
0 -3.99659 11.0768 -0.162889 0 0
0 -3.95 10.9555 -0.162176 0 0
