x y z Tx Ty Tz 
0 0 1.80951 0 0 0
0 0 2.18478 0 0 0
0 0 2.60481 0 0 0
0 0 3.10092 0 -0.0520458 0
0 0 3.51539 0.0536039 -0.0572092 0
0 0 3.81855 0.060626 -0.0586451 0
0 0 4.11766 0.0659712 -0.0602654 0
0 0 4.38464 0.0697621 -0.0619496 0
0 0 4.56869 0.0717112 -0.0622824 0
0 0 4.78415 0.0754709 -0.0639479 0
0 0 5.14135 0.0814947 -0.0693437 0
0 0 5.51565 0.0873104 -0.0751145 0
0 0 5.88438 0.0931122 -0.0803608 0
0 0 6.07005 0.0961233 -0.0829781 0
0 0 6.26082 0.0992628 -0.0857798 0
0 0 6.66201 0.105441 -0.0909144 0
0 0 7.08584 0.111308 -0.0960796 0
0 0 7.4504 0.116393 -0.100857 0
0 0 7.71735 0.119931 -0.104595 0
0 0 7.91868 0.122658 -0.106621 0
0 0 8.10513 0.124327 -0.107701 0
0 0 8.25598 0.125901 -0.107446 0
0 0 8.38167 0.128825 -0.106368 0
0 0 8.47505 0.130529 -0.106096 0
0 0 8.58515 0.132079 -0.105798 0
0 0 8.74886 0.133917 -0.103604 0
0 0 8.80409 0.134496 -0.0996496 0
0 0 8.8195 0.13596 -0.094936 0
0 0 8.93794 0.136849 -0.0925667 0
0 0 9.08949 0.137566 -0.0911576 0
0 0 9.22488 0.139406 -0.0895313 0
0 0 9.35046 0.142076 -0.0878721 0
0 0 9.45895 0.143775 -0.0857311 0
0 0 9.53141 0.144631 -0.0844961 0
0 0 9.60198 0.145236 -0.0829765 0
0 0 9.62391 0.145589 -0.081564 0
0 0 9.59419 0.145431 -0.0800113 0
0 0 9.57784 0.145379 -0.0789864 0
0 0 9.57193 0.145666 -0.0783851 0
0 0 9.57248 0.145733 -0.0776543 0
0 0 9.56033 0.145802 -0.0770587 0
0 0 9.52365 0.146154 -0.0768952 0
0 0 9.55311 0.146069 -0.0775435 0
0 0 9.60194 0.145999 -0.0784686 0
0 0 9.66959 0.145882 -0.0800983 0
0 0 9.71976 0.145955 -0.0818483 0
0 0 9.73819 0.146008 -0.0829278 0
0 0 9.76005 0.146799 -0.0841484 0
0 0 9.79095 0.147513 -0.0855396 0
0 0 9.80428 0.147694 -0.0868516 0
0 0 9.78946 0.14795 -0.0883809 0
0 0 9.82036 0.147976 -0.0894387 0
0 0 9.9026 0.147773 -0.0909672 0
0 0 9.94091 0.147212 -0.0913552 0
0 0 9.93829 0.147563 -0.0906091 0
0 0 9.95995 0.147688 -0.0895906 0
0 0 9.96859 0.147719 -0.0886825 0
0 0 9.94293 0.147886 -0.088019 0
0 0 9.90288 0.148 -0.0869233 0
0 0 9.90293 0.147394 -0.0865093 0
0 0 9.92031 0.146676 -0.0869428 0
0 0 9.93653 0.146627 -0.0866255 0
0 0 9.95258 0.146151 -0.0861314 0
0 0 9.97473 0.145401 -0.0858244 0
0 0 9.97869 0.14548 -0.0852493 0
0 0 9.96541 0.146003 -0.0848766 0
0 0 9.98107 0.145399 -0.0849402 0
0 0 10.014 0.144603 -0.0852982 0
0 0 10.0228 0.144848 -0.0845745 0
0 0 10.0327 0.144794 -0.0842922 0
0 0 10.0351 0.144656 -0.0837657 0
0 0 10.0373 0.145133 -0.0833502 0
0 0 10.0056 0.145985 -0.0823457 0
0 0 9.97514 0.146042 -0.0818589 0
0 0 9.94588 0.146255 -0.08116 0
0 0 9.91077 0.146791 -0.0800713 0
0 0 9.89998 0.146716 -0.0796011 0
0 0 9.89319 0.146559 -0.0792309 0
0 0 9.88715 0.146349 -0.0788831 0
0 0 9.87792 0.146378 -0.0785006 0
0 0 9.87267 0.146449 -0.078199 0
0 0 9.90774 0.145887 -0.0794169 0
0 0 9.93542 0.145763 -0.0806873 0
0 0 9.9384 0.145457 -0.0809112 0
0 0 9.92996 0.145107 -0.0806386 0
0 0 9.9433 0.144356 -0.0807402 0
0 0 9.93629 0.144203 -0.0806672 0
0 0 9.92938 0.143938 -0.0807255 0
0 0 9.94656 0.143828 -0.0813224 0
0 0 9.93605 0.14477 -0.0816204 0
0 0 9.93471 0.145211 -0.081689 0
0 0 9.93341 0.146519 -0.0813124 0
