x y z Tx Ty Tz 
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 0 0 0 0
0 0 1.57781 0 0 0
0 0 2.427 -0.0618546 0 0
0 0 3.66741 -0.0920343 -0.0567261 0
0 0 4.40716 -0.109678 -0.0665832 0
0 0 5.15237 -0.127544 -0.0763395 0
0 0 6.45483 -0.160317 -0.0919745 0
0 0 7.61842 -0.189898 -0.103302 0
0 0 8.65861 -0.215823 -0.112905 0
0 0 9.5802 -0.238887 -0.121009 0
0 0 10.3139 -0.257293 -0.126073 0
0 0 10.9178 -0.272624 -0.128182 0
0 0 11.4623 -0.287435 -0.127998 0
0 0 11.8744 -0.300706 -0.124824 0
0 0 12.0613 -0.308188 -0.117563 0
0 0 12.0057 -0.311383 -0.104117 0
0 0 11.8311 -0.313379 -0.0880482 0
-1.5643 0 11.6268 -0.311899 -0.0747251 0
-1.58864 0 11.4935 -0.310167 -0.0649711 0
-1.52854 0 11.3085 -0.307515 -0.0526804 0
0 0 10.9386 -0.299191 0 0
0 0 10.7948 -0.295541 0 0
0 0 10.6331 -0.291509 0 0
0 0 10.4755 -0.287629 0 0
0 0 10.0152 -0.276965 0 0
0 0 9.81962 -0.271937 0 0
0 0 9.56413 -0.264883 0 0
0 0 9.33323 -0.25749 0 0
0 0 9.33365 -0.255764 0 0
0 0 9.44372 -0.255458 0 0
0 0 9.48776 -0.252451 -0.0534932 0
0 0 9.53635 -0.250987 -0.0587971 0
0 0 9.72179 -0.254126 -0.0646379 0
0 0 9.79129 -0.253912 -0.0698048 0
0 0 9.70905 -0.250615 -0.0718949 0
0 0 9.64291 -0.24998 -0.0720253 0
0 0 9.65135 -0.250642 -0.0726002 0
0 0 9.62311 -0.248842 -0.0744165 0
0 0 9.49712 -0.245226 -0.0754771 0
0 0 9.49776 -0.245684 -0.0761687 0
0 0 9.51969 -0.245909 -0.0784728 0
0 0 9.45675 -0.242832 -0.0808015 0
0 0 9.43771 -0.242324 -0.0824744 0
0 0 9.51808 -0.243805 -0.0860619 0
0 0 9.50261 -0.242903 -0.0861535 0
0 0 9.56489 -0.244658 -0.0862958 0
0 0 9.64833 -0.247101 -0.0867252 0
0 0 9.82269 -0.251449 -0.0880238 0
0 0 9.89659 -0.253548 -0.0875782 0
0 0 10.0677 -0.260467 -0.0859779 0
0 0 10.2224 -0.264054 -0.0863813 0
0 0 10.2707 -0.264774 -0.0860492 0
0 0 10.2813 -0.264999 -0.0856735 0
0 0 10.341 -0.26734 -0.0845705 0
0 0 10.3698 -0.267706 -0.0845621 0
0 0 10.3211 -0.26624 -0.0834834 0
0 0 10.2538 -0.266203 -0.0810357 0
0 0 10.2614 -0.26823 -0.0789703 0
0 0 10.265 -0.26975 -0.0770792 0
0 0 10.1993 -0.269408 -0.0746808 0
0 0 10.2315 -0.272743 -0.0720061 0
0 0 10.2692 -0.273835 -0.0715677 0
0 0 10.2707 -0.273825 -0.0703165 0
0 0 10.1612 -0.271485 -0.0665667 0
0 0 10.1705 -0.271906 -0.0658007 0
0 0 10.2105 -0.272633 -0.0657861 0
0 0 10.2441 -0.272905 -0.0661294 0
0 0 10.2204 -0.271568 -0.066235 0
0 0 10.1119 -0.270349 -0.0634427 0
0 0 10.1242 -0.271609 -0.0627794 0
0 0 10.0975 -0.272507 -0.0608832 0
0 0 10.0087 -0.271124 -0.0590816 0
0 0 9.83605 -0.269974 -0.053183 0
0 0 9.83551 -0.270176 -0.0526095 0
0 0 9.78128 -0.268703 -0.0514152 0
0 0 9.7659 -0.268005 -0.0500624 0
0 0 9.78325 -0.268339 -0.0501428 0
0 0 9.86785 -0.269824 -0.0517424 0
0 0 9.87994 -0.269177 -0.0528281 0
0 0 9.89138 -0.268841 -0.0533293 0
0 0 9.88988 -0.268443 -0.0542821 0
0 0 9.89702 -0.268351 -0.0553923 0
0 0 9.92274 -0.26804 -0.0563264 0
0 0 9.93784 -0.268104 -0.056509 0
0 0 9.93854 -0.268799 -0.0564196 0
0 0 9.93555 -0.269255 -0.056235 0
0 0 9.92931 -0.269984 -0.0559582 0
0 0 9.93388 -0.270796 -0.0554803 0
0 0 9.93929 -0.272039 -0.0555689 0
0 0 9.95126 -0.272737 -0.0560305 0
0 0 9.9724 -0.272572 -0.0562747 0
0 0 9.98894 -0.2724 -0.056614 0
0 0 9.99745 -0.272218 -0.0567903 0
0 0 9.97437 -0.271448 -0.0563343 0
0 0 9.95342 -0.27059 -0.0557456 0
0 0 9.92172 -0.269708 -0.0550682 0
0 0 9.88783 -0.269281 -0.0545575 0
0 0 9.83942 -0.268827 -0.0543551 0
0 0 9.81046 -0.268862 -0.054453 0
0 0 9.80574 -0.269145 -0.0547095 0
0 0 9.78847 -0.268578 -0.0553508 0
0 0 9.78274 -0.267668 -0.0557278 0
0 0 9.79265 -0.266972 -0.0559948 0
0 0 9.78882 -0.26629 -0.0557099 0
0 0 9.78369 -0.265466 -0.056188 0
0 0 9.79321 -0.26489 -0.0575847 0
0 0 9.81308 -0.264488 -0.0596727 0
0 0 9.82241 -0.264441 -0.0617629 0
0 0 9.84161 -0.26467 -0.0640615 0
0 0 9.86934 -0.264569 -0.0659375 0
0 0 9.8825 -0.264449 -0.0667929 0
0 0 9.90569 -0.264929 -0.0666522 0
0 0 9.92832 -0.265544 -0.066677 0
0 0 9.96733 -0.266362 -0.0671188 0
0 0 10.0576 -0.267537 -0.0681853 0
0 0 10.1394 -0.269174 -0.0690232 0
0 0 10.2354 -0.271422 -0.0705455 0
0 0 10.2991 -0.27303 -0.0715551 0
0 0 10.3115 -0.273848 -0.0716208 0
0 0 10.2754 -0.273598 -0.0704217 0
0 0 10.2427 -0.272972 -0.0702044 0
0 0 10.2221 -0.272449 -0.069904 0
0 0 10.1898 -0.271542 -0.0691744 0
0 0 10.1257 -0.269886 -0.0680031 0
0 0 10.1096 -0.268907 -0.0677243 0
0 0 10.0976 -0.268134 -0.0673833 0
0 0 10.0618 -0.267711 -0.0663967 0
0 0 10.0399 -0.267403 -0.0659176 0
0 0 10.0394 -0.268078 -0.0662255 0
0 0 10.0522 -0.26891 -0.065964 0
0 0 10.0658 -0.26966 -0.0659507 0
0 0 10.0929 -0.270396 -0.0662669 0
0 0 10.1179 -0.271333 -0.0657646 0
0 0 10.1359 -0.2716 -0.0653004 0
0 0 10.1231 -0.271179 -0.0652479 0
0 0 10.0905 -0.270685 -0.0650101 0
0 0 10.0525 -0.270206 -0.0641069 0
0 0 10.0567 -0.270491 -0.0638545 0
0 0 10.0502 -0.270613 -0.063479 0
0 0 10.0618 -0.271135 -0.0636457 0
0 0 10.0878 -0.271727 -0.063401 0
0 0 10.1005 -0.271955 -0.0631468 0
0 0 10.1061 -0.272088 -0.0624738 0
0 0 10.1039 -0.272142 -0.0627183 0
0 0 10.1197 -0.272704 -0.0623988 0
0 0 10.1041 -0.272505 -0.0616495 0
0 0 10.0979 -0.272381 -0.0614533 0
0 0 10.0962 -0.27255 -0.0612913 0
0 0 10.1272 -0.273764 -0.0611045 0
